key,value
exported_at,2026-05-16T15:45:39.873Z
energy_setting,197.000000
classical_mode,ballistic
gamma_internal,4.000000
gamma_displayed,3.000000
instrument_sigma,3.000000
energy_units,hbar^2 / (2 m L^2)
position_units,L (box length)
n_position_bins,80.000000
n_energy_bins,100.000000
energy_axis_max,400.000000
n_eigenstates_included,6.000000
classical_measurements,20350.000000
classical_mean_x,0.500080
classical_mean_E,196.996955
quantum_position_measurements,20350.000000
quantum_energy_measurements,20350.000000
quantum_mean_x,0.499779
quantum_mean_E,181.825322

eigenstate_n,energy_E_n
1,9.869604
2,39.478418
3,88.826440
4,157.913670
5,246.740110
6,355.305758

type,panel,bin_index,bin_center,density
position,classical,24,0.306250,0.986732
position,quantum,24,0.306250,1.521376
position,classical,25,0.318750,0.978870
position,quantum,25,0.318750,0.900246
position,classical,26,0.331250,1.014251
position,quantum,26,0.331250,1.706143
position,classical,27,0.343750,0.943489
position,quantum,27,0.343750,1.147912
position,classical,28,0.356250,0.947420
position,quantum,28,0.356250,1.544963
position,classical,29,0.368750,1.073219
position,quantum,29,0.368750,1.100737
position,classical,30,0.381250,0.955283
position,quantum,30,0.381250,1.419165
position,classical,31,0.393750,0.963145
position,quantum,31,0.393750,0.923833
position,classical,32,0.406250,1.022113
position,quantum,32,0.406250,1.332678
position,classical,33,0.418750,0.974939
position,quantum,33,0.418750,0.794103
position,classical,34,0.431250,1.081081
position,quantum,34,0.431250,1.218673
position,classical,35,0.443750,0.923833
position,quantum,35,0.443750,0.715479
position,classical,36,0.456250,1.029975
position,quantum,36,0.456250,0.959214
position,classical,37,0.468750,1.010319
position,quantum,37,0.468750,0.625061
position,classical,38,0.481250,0.931695
position,quantum,38,0.481250,1.049631
position,classical,39,0.493750,0.967076
position,quantum,39,0.493750,0.695823
position,classical,40,0.506250,1.022113
position,quantum,40,0.506250,0.581818
position,classical,41,0.518750,1.010319
position,quantum,41,0.518750,1.002457
position,classical,42,0.531250,0.959214
position,quantum,42,0.531250,0.676167
position,classical,43,0.543750,1.002457
position,quantum,43,0.543750,1.167568
position,classical,44,0.556250,1.002457
position,quantum,44,0.556250,0.687961
position,classical,45,0.568750,0.967076
position,quantum,45,0.568750,1.026044
position,classical,46,0.581250,1.010319
position,quantum,46,0.581250,0.833415
position,classical,47,0.593750,0.955283
position,quantum,47,0.593750,1.273710
position,classical,48,0.606250,1.049631
position,quantum,48,0.606250,0.947420
position,classical,49,0.618750,0.939558
position,quantum,49,0.618750,1.521376
position,classical,50,0.631250,0.990663
position,quantum,50,0.631250,1.104668
position,classical,51,0.643750,1.049631
position,quantum,51,0.643750,1.489926
position,classical,52,0.656250,0.900246
position,quantum,52,0.656250,1.045700
position,classical,53,0.668750,1.053563
position,quantum,53,0.668750,1.682555
position,classical,54,0.681250,0.967076
position,quantum,54,0.681250,1.026044
position,classical,55,0.693750,0.959214
position,quantum,55,0.693750,1.419165
position,classical,56,0.706250,1.108600
position,quantum,56,0.706250,0.943489
position,classical,57,0.718750,0.868796
position,quantum,57,0.718750,1.069287
position,classical,58,0.731250,1.006388
position,quantum,58,0.731250,0.687961
position,classical,59,0.743750,1.053563
position,quantum,59,0.743750,0.636855
position,classical,60,0.756250,0.939558
position,quantum,60,0.756250,0.385258
position,classical,61,0.768750,1.049631
position,quantum,61,0.768750,0.581818
position,classical,62,0.781250,0.923833
position,quantum,62,0.781250,0.389189
position,classical,63,0.793750,1.033907
position,quantum,63,0.793750,0.660442
position,classical,64,0.806250,1.045700
position,quantum,64,0.806250,0.526781
position,classical,65,0.818750,0.860934
position,quantum,65,0.818750,1.002457
position,classical,66,0.831250,1.151843
position,quantum,66,0.831250,0.927764
position,classical,67,0.843750,0.876658
position,quantum,67,0.843750,1.729730
position,classical,68,0.856250,1.022113
position,quantum,68,0.856250,1.242260
position,classical,69,0.868750,1.128256
position,quantum,69,0.868750,2.162162
position,classical,70,0.881250,0.758722
position,quantum,70,0.881250,1.438821
position,classical,71,0.893750,1.202948
position,quantum,71,0.893750,1.985258
position,classical,72,0.906250,0.884521
position,quantum,72,0.906250,1.265848
position,classical,73,0.918750,0.935627
position,quantum,73,0.918750,1.824079
position,classical,74,0.931250,1.230467
position,quantum,74,0.931250,0.994595
position,classical,75,0.943750,0.691892
position,quantum,75,0.943750,1.100737
position,classical,76,0.956250,1.226536
position,quantum,76,0.956250,0.475676
position,classical,77,0.968750,0.974939
position,quantum,77,0.968750,0.365602
position,classical,78,0.981250,0.750860
position,quantum,78,0.981250,0.078624
position,classical,79,0.993750,1.485995
position,quantum,79,0.993750,0.007862
energy,classical,0,2.000000,0.000000
energy,quantum,0,2.000000,0.000098
energy,classical,1,6.000000,0.000000
energy,quantum,1,6.000000,0.001253
energy,classical,2,10.000000,0.000000
energy,quantum,2,10.000000,0.002924
energy,classical,3,14.000000,0.000000
energy,quantum,3,14.000000,0.001339
energy,classical,4,18.000000,0.000000
energy,quantum,4,18.000000,0.000209
energy,classical,5,22.000000,0.000000
energy,quantum,5,22.000000,0.000000
energy,classical,6,26.000000,0.000000
energy,quantum,6,26.000000,0.000000
energy,classical,7,30.000000,0.000000
energy,quantum,7,30.000000,0.000049
energy,classical,8,34.000000,0.000000
energy,quantum,8,34.000000,0.000995
energy,classical,9,38.000000,0.000000
energy,quantum,9,38.000000,0.003649
energy,classical,10,42.000000,0.000000
energy,quantum,10,42.000000,0.002813
energy,classical,11,46.000000,0.000000
energy,quantum,11,46.000000,0.000442
energy,classical,12,50.000000,0.000000
energy,quantum,12,50.000000,0.000012
energy,classical,13,54.000000,0.000000
energy,quantum,13,54.000000,0.000000
energy,classical,14,58.000000,0.000000
energy,quantum,14,58.000000,0.000000
energy,classical,15,62.000000,0.000000
energy,quantum,15,62.000000,0.000000
energy,classical,16,66.000000,0.000000
energy,quantum,16,66.000000,0.000000
energy,classical,17,70.000000,0.000000
energy,quantum,17,70.000000,0.000000
energy,classical,18,74.000000,0.000000
energy,quantum,18,74.000000,0.000000
energy,classical,19,78.000000,0.000000
energy,quantum,19,78.000000,0.000025
energy,classical,20,82.000000,0.000000
energy,quantum,20,82.000000,0.000651
energy,classical,21,86.000000,0.000000
energy,quantum,21,86.000000,0.005442
energy,classical,22,90.000000,0.000000
energy,quantum,22,90.000000,0.008096
energy,classical,23,94.000000,0.000000
energy,quantum,23,94.000000,0.001978
energy,classical,24,98.000000,0.000000
energy,quantum,24,98.000000,0.000098
energy,classical,25,102.000000,0.000000
energy,quantum,25,102.000000,0.000000
energy,classical,26,106.000000,0.000000
energy,quantum,26,106.000000,0.000000
energy,classical,27,110.000000,0.000000
energy,quantum,27,110.000000,0.000000
energy,classical,28,114.000000,0.000000
energy,quantum,28,114.000000,0.000000
energy,classical,29,118.000000,0.000000
energy,quantum,29,118.000000,0.000000
energy,classical,30,122.000000,0.000000
energy,quantum,30,122.000000,0.000000
energy,classical,31,126.000000,0.000000
energy,quantum,31,126.000000,0.000000
energy,classical,32,130.000000,0.000000
energy,quantum,32,130.000000,0.000000
energy,classical,33,134.000000,0.000000
energy,quantum,33,134.000000,0.000000
energy,classical,34,138.000000,0.000000
energy,quantum,34,138.000000,0.000000
energy,classical,35,142.000000,0.000000
energy,quantum,35,142.000000,0.000000
energy,classical,36,146.000000,0.000000
energy,quantum,36,146.000000,0.000086
energy,classical,37,150.000000,0.000000
energy,quantum,37,150.000000,0.002629
energy,classical,38,154.000000,0.000000
energy,quantum,38,154.000000,0.030921
energy,classical,39,158.000000,0.000000
energy,quantum,39,158.000000,0.064668
energy,classical,40,162.000000,0.000000
energy,quantum,40,162.000000,0.028514
energy,classical,41,166.000000,0.000000
energy,quantum,41,166.000000,0.002629
energy,classical,42,170.000000,0.000000
energy,quantum,42,170.000000,0.000061
energy,classical,43,174.000000,0.000000
energy,quantum,43,174.000000,0.000000
energy,classical,44,178.000000,0.000000
energy,quantum,44,178.000000,0.000000
energy,classical,45,182.000000,0.000000
energy,quantum,45,182.000000,0.000000
energy,classical,46,186.000000,0.000405
energy,quantum,46,186.000000,0.000000
energy,classical,47,190.000000,0.011830
energy,quantum,47,190.000000,0.000000
energy,classical,48,194.000000,0.080430
energy,quantum,48,194.000000,0.000000
energy,classical,49,198.000000,0.117678
energy,quantum,49,198.000000,0.000000
energy,classical,50,202.000000,0.036732
energy,quantum,50,202.000000,0.000000
energy,classical,51,206.000000,0.002887
energy,quantum,51,206.000000,0.000000
energy,classical,52,210.000000,0.000037
energy,quantum,52,210.000000,0.000000
energy,classical,53,214.000000,0.000000
energy,quantum,53,214.000000,0.000000
energy,classical,54,218.000000,0.000000
energy,quantum,54,218.000000,0.000000
energy,classical,55,222.000000,0.000000
energy,quantum,55,222.000000,0.000000
energy,classical,56,226.000000,0.000000
energy,quantum,56,226.000000,0.000000
energy,classical,57,230.000000,0.000000
energy,quantum,57,230.000000,0.000000
energy,classical,58,234.000000,0.000000
energy,quantum,58,234.000000,0.000000
energy,classical,59,238.000000,0.000000
energy,quantum,59,238.000000,0.001130
energy,classical,60,242.000000,0.000000
energy,quantum,60,242.000000,0.013808
energy,classical,61,246.000000,0.000000
energy,quantum,61,246.000000,0.039631
energy,classical,62,250.000000,0.000000
energy,quantum,62,250.000000,0.024410
energy,classical,63,254.000000,0.000000
energy,quantum,63,254.000000,0.003317
energy,classical,64,258.000000,0.000000
energy,quantum,64,258.000000,0.000049
energy,classical,65,262.000000,0.000000
energy,quantum,65,262.000000,0.000000
energy,classical,66,266.000000,0.000000
energy,quantum,66,266.000000,0.000000
energy,classical,67,270.000000,0.000000
energy,quantum,67,270.000000,0.000000
energy,classical,68,274.000000,0.000000
energy,quantum,68,274.000000,0.000000
energy,classical,69,278.000000,0.000000
energy,quantum,69,278.000000,0.000000
energy,classical,70,282.000000,0.000000
energy,quantum,70,282.000000,0.000000
energy,classical,71,286.000000,0.000000
energy,quantum,71,286.000000,0.000000
energy,classical,72,290.000000,0.000000
energy,quantum,72,290.000000,0.000000
energy,classical,73,294.000000,0.000000
energy,quantum,73,294.000000,0.000000
energy,classical,74,298.000000,0.000000
energy,quantum,74,298.000000,0.000000
energy,classical,75,302.000000,0.000000
energy,quantum,75,302.000000,0.000000
energy,classical,76,306.000000,0.000000
energy,quantum,76,306.000000,0.000000
energy,classical,77,310.000000,0.000000
energy,quantum,77,310.000000,0.000000
energy,classical,78,314.000000,0.000000
energy,quantum,78,314.000000,0.000000
energy,classical,79,318.000000,0.000000
energy,quantum,79,318.000000,0.000000
energy,classical,80,322.000000,0.000000
energy,quantum,80,322.000000,0.000000
energy,classical,81,326.000000,0.000000
energy,quantum,81,326.000000,0.000000
energy,classical,82,330.000000,0.000000
energy,quantum,82,330.000000,0.000000
energy,classical,83,334.000000,0.000000
energy,quantum,83,334.000000,0.000000
energy,classical,84,338.000000,0.000000
energy,quantum,84,338.000000,0.000000
energy,classical,85,342.000000,0.000000
energy,quantum,85,342.000000,0.000000
energy,classical,86,346.000000,0.000000
energy,quantum,86,346.000000,0.000025
energy,classical,87,350.000000,0.000000
energy,quantum,87,350.000000,0.000921
energy,classical,88,354.000000,0.000000
energy,quantum,88,354.000000,0.003845
energy,classical,89,358.000000,0.000000
energy,quantum,89,358.000000,0.002764
energy,classical,90,362.000000,0.000000
energy,quantum,90,362.000000,0.000504
energy,classical,91,366.000000,0.000000
energy,quantum,91,366.000000,0.000012
energy,classical,92,370.000000,0.000000
energy,quantum,92,370.000000,0.000000
energy,classical,93,374.000000,0.000000
energy,quantum,93,374.000000,0.000000
energy,classical,94,378.000000,0.000000
energy,quantum,94,378.000000,0.000000
energy,classical,95,382.000000,0.000000
energy,quantum,95,382.000000,0.000000
energy,classical,96,386.000000,0.000000
energy,quantum,96,386.000000,0.000000
energy,classical,97,390.000000,0.000000
energy,quantum,97,390.000000,0.000000
energy,classical,98,394.000000,0.000000
energy,quantum,98,394.000000,0.000000
energy,classical,99,398.000000,0.000000
energy,quantum,99,398.000000,0.000000
